,Orpha_code,Orphanet_disorder,ICD_10,Relationship,Description,Genes,Orpha Code,ICD-11 code
6546,49566,Acquired purpura fulminans,D65,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6547,49804,Lichen amyloidosis,E85.4+,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6548,49804,Lichen amyloidosis,L99.0*,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6549,49827,Thiamine-responsive megaloblastic anemia syndrome,Q21.0,E (Exact mapping: the two concepts are equivalent),,,,
6550,50251,Pleural mesothelioma,C45.0,E (Exact mapping: the two concepts are equivalent),,,,
6551,50945,Blomstrand lethal chondrodysplasia,Q78.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6552,50944,Schöpf-Schulz-Passarge syndrome,Q82.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6553,51084,Torsade-de-pointes syndrome with short coupling interval,I49.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6554,51083,Familial short QT syndrome,I49.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6555,50839,Cat-scratch disease,A28.1,E (Exact mapping: the two concepts are equivalent),,,,
6556,50942,Striate palmoplantar keratoderma,Q82.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6557,50918,Kikuchi-Fujimoto disease,I88.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6558,52054,Craniosynostosis-intracranial calcifications syndrome,Q87.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6559,52022,Potocki-Shaffer syndrome,Q93.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6560,52047,Braddock syndrome,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6561,51577,Cobblestone lissencephaly,Q04.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6562,51608,Generalized arterial calcification of infancy,Q28.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6563,51188,Ethylmalonic encephalopathy,E88.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6564,541423,Growth delay-intellectual disability-hepatopathy syndrome,F78.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6565,51208,Formiminoglutamic aciduria,E70.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6566,541507,Anomalous origin of coronary artery from the pulmonary artery,Q24.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6567,541478,Anomalous aortic origin of coronary artery,Q24.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6568,51636,WHIM syndrome,D81.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6569,541454,Anomalous aortic origin of the right coronary artery,Q24.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6570,51890,Anterior cutaneous nerve entrapment syndrome,G58.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6571,541443,Anomalous aortic origin of the left coronary artery,Q24.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6572,542306,GNB5-related intellectual disability-cardiac arrhythmia syndrome,I49.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6573,542301,Combined immunodeficiency due to CARMIL2 deficiency,D82.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6574,542310,Leukoencephalopathy with calcifications and cysts,I67.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6575,42642,PFAPA syndrome,E85.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6576,542323,CAR T cell therapy-associated cytokine release syndrome,D89.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6577,43117,Acute tricyclic antidepressant poisoning,T43.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6578,542585,Auditory neuropathy-optic atrophy syndrome,E88.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6579,43116,Serotonin syndrome,G90.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6580,542592,Necrobiosis lipoidica,L92.1,E (Exact mapping: the two concepts are equivalent),,,,
6581,43393,Lambert-Eaton myasthenic syndrome,G73.1,E (Exact mapping: the two concepts are equivalent),,,,
6582,542643,Livedoid vasculopathy,L95.0,E (Exact mapping: the two concepts are equivalent),,,,
6583,42775,PHACE syndrome,Q28.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6584,42738,Severe congenital neutropenia,D70,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6585,43115,Hereditary myopathy with lactic acidosis due to ISCU deficiency,G71.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6586,45448,Miyoshi myopathy,G71.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6587,543470,Optic atrophy-ataxia-peripheral neuropathy-global developmental delay syndrome,E88.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6588,45453,Incessant infant ventricular tachycardia,I47.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6589,45452,Idiopathic neonatal atrial flutter,P29.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6590,44890,Gastrointestinal stromal tumor,C26.9,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6591,45358,Congenital fibrosis of extraocular muscles,H49.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6592,46487,Epidermolysis bullosa acquisita,L12.3,E (Exact mapping: the two concepts are equivalent),,,,
6593,544254,SYNGAP1-related developmental and epileptic encephalopathy,G40.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6594,46488,Linear IgA dermatosis,L10.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6595,46485,Superficial pemphigus,L10.2,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6596,46485,Superficial pemphigus,L10.3,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6597,46485,Superficial pemphigus,L10.4,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6598,46486,Mucous membrane pemphigoid,L12.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6599,46348,Paroxysmal extreme pain disorder,G90.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6600,46059,Lathosterolosis,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6601,46135,Primary central nervous system lymphoma,C83.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6602,47044,Hereditary papillary renal cell carcinoma,C64,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6603,46724,Cerebral arteriovenous malformation,Q28.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6604,46627,Char syndrome,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6605,46658,Primordial short stature-microdontia-opalescent and rootless teeth syndrome,Q87.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6606,46532,Hereditary persistence of fetal hemoglobin-beta-thalassemia syndrome,D56.4,E (Exact mapping: the two concepts are equivalent),,,,
6607,48372,Nodular regenerative hyperplasia of the liver,K76.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6608,48162,Lewis-Sumner syndrome,G61.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6609,544493,Streptococcus pneumoniae-associated hemolytic uremic syndrome,D58.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6610,48104,Pyoderma gangrenosum,L88,E (Exact mapping: the two concepts are equivalent),,,,
6611,544503,RNF13-related severe early-onset epileptic encephalopathy,G40.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6612,47612,Felty syndrome,M05.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6613,544482,Infection-related hemolytic uremic syndrome,D58.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6614,47159,Proximal renal tubular acidosis,N25.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6615,544488,Global developmental delay-alopecia-macrocephaly-facial dysmorphism-structural brain anomalies syndrome,E72.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6616,544469,PRUNE1-related neurological syndrome,Q07.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6617,544472,Atypical hemolytic uremic syndrome with complement gene abnormality,D58.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6618,47045,Familial cold urticaria,L50.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6619,544628,Atypical Fanconi syndrome-neonatal hyperinsulinism syndrome,E13,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6620,544602,Congenital myopathy with reduced type 2 muscle fibers,G71.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6621,48377,Subcorneal pustular dermatosis,L13.1,E (Exact mapping: the two concepts are equivalent),,,,
6622,544578,"Congenital primary megaureter, refluxing and obstructed form",Q62.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6623,555402,NAD(P)HX dehydratase deficiency,E88.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6624,68364,Hemoglobinopathy,D57.3,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6625,68364,Hemoglobinopathy,D57.8,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6626,68364,Hemoglobinopathy,D58.0,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6627,68364,Hemoglobinopathy,D58.1,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6628,68364,Hemoglobinopathy,D58.9,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6629,68364,Hemoglobinopathy,D58.2,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6630,68364,Hemoglobinopathy,D58.8,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6631,68364,Hemoglobinopathy,D56.0,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6632,68364,Hemoglobinopathy,D56.1,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6633,68364,Hemoglobinopathy,D56.2,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6634,68364,Hemoglobinopathy,D56.3,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6635,68364,Hemoglobinopathy,D56.4,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6636,68364,Hemoglobinopathy,D56.8,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6637,68364,Hemoglobinopathy,D56.9,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6638,68364,Hemoglobinopathy,D57.0,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6639,68364,Hemoglobinopathy,D57.1,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6640,68364,Hemoglobinopathy,D57.2,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6641,555434,Fibrohistiocytic inflammatory pseudotumor of the liver,K75.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6642,555407,NAD(P)HX epimerase deficiency,E88.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6643,555437,Lymphoplasmacytic inflammatory pseudotumor of the liver,K75.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6644,555874,Congenital tricuspid valve dysplasia,Q22.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6645,555877,FLNA-related X-linked myxomatous valvular dysplasia,Q23.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6646,555905,IgA pemphigus,L10.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6647,68383,Rare constitutional aplastic anemia,D61.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6648,556030,Early-onset familial hypoaldosteronism,E27.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6649,556037,Late-onset familial hypoaldosteronism,E27.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6650,556985,Early-onset calcifying leukoencephalopathy-skeletal dysplasia,G31.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6651,556955,Pancreatic agenesis-holoprosencephaly syndrome,Q04.2,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6652,557064,Neonatal epileptic encephalopathy due to glutaminase deficiency,E88.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6653,557056,Spastic ataxia-dysarthria due to glutaminase deficiency,E88.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6654,557003,Oculocerebrodental syndrome,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6655,90065,Acquired aneurysmal subarachnoid hemorrhage,I60.9,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6656,519392,Isolated iridoschisis,H21.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6657,90066,Pneumonia caused by Pseudomonas aeruginosa infection,J15.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6658,519390,Isolated blepharochalasis,H02.3,E (Exact mapping: the two concepts are equivalent),,,,
6659,519396,Isolated microspherophakia,Q12.4,E (Exact mapping: the two concepts are equivalent),,,,
6660,90068,Cocaine intoxication,T40.5,E (Exact mapping: the two concepts are equivalent),,,,
6661,90061,Non-infectious posterior uveitis,H30.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6662,90061,Non-infectious posterior uveitis,H30.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6663,519384,Congenital cystic eye,Q11.0,E (Exact mapping: the two concepts are equivalent),,,,
6664,90062,Acute liver failure,K72.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6665,519388,Autosomal recessive anterior segment dysgenesis,Q13.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6666,90064,Acute peripheral arterial occlusion,I74.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6667,519386,Isolated congenital entropion,Q10.2,E (Exact mapping: the two concepts are equivalent),,,,
6668,90073,Hepatitis B reinfection following liver transplantation,B18.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6669,519408,Mooren ulcer,H16.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6670,519406,Thygeson superficial punctate keratitis,H16.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6671,519410,Terrien marginal degeneration,H18.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6672,90076,Partial deep dermal and full thickness burns,T30.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6673,90069,Systemic monochloroacetate poisoning,T60.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6674,519400,Peripapillary staphyloma,Q14.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6675,519398,Isolated foveal hypoplasia,H35.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6676,519404,Optic disc pit,Q14.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6677,519402,Isolated megalopapilla,Q14.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6678,90050,Retinopathy of prematurity,H35.1,E (Exact mapping: the two concepts are equivalent),,,,
6679,90045,Hereditary folate malabsorption,D52.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6680,90052,Recurrent hepatitis C virus induced liver disease in liver transplant recipients,B18.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6681,90051,Sepsis in premature infants,P36.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6682,90051,Sepsis in premature infants,P36.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6683,90051,Sepsis in premature infants,P36.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6684,90051,Sepsis in premature infants,P36.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6685,90051,Sepsis in premature infants,P36.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6686,90051,Sepsis in premature infants,P36.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6687,90051,Sepsis in premature infants,P36.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6688,90051,Sepsis in premature infants,P36.9,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6689,90041,Gaisböck syndrome,D75.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6690,90039,Hemoglobin D disease,D58.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6691,90044,Familial pseudohyperkalemia,D58.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6692,90042,Primary familial polycythemia,D75.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6693,90058,Spinal cord injury,T09.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6694,90060,Diffuse alveolar hemorrhage,R04.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6695,90059,Acute sensorineural hearing loss by acute acoustic trauma or sudden deafness or surgery induced acoustic trauma,H83.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6696,90053,Complications after hematopoietic stem cell transplantation,Z94.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6697,90056,Moderate and severe traumatic brain injury,S06.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6698,90056,Moderate and severe traumatic brain injury,S06.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6699,90056,Moderate and severe traumatic brain injury,S06.6,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6700,90056,Moderate and severe traumatic brain injury,S06.7,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6701,90056,Moderate and severe traumatic brain injury,S06.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6702,90056,Moderate and severe traumatic brain injury,S06.9,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6703,90056,Moderate and severe traumatic brain injury,S06.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6704,90056,Moderate and severe traumatic brain injury,S06.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6705,90056,Moderate and severe traumatic brain injury,S06.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6706,90056,Moderate and severe traumatic brain injury,S06.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6707,90024,"Deafness with labyrinthine aplasia, microtia, and microdontia",Q16.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6708,90025,Non-syndromic syndactyly,Q70.0,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6709,90025,Non-syndromic syndactyly,Q70.1,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6710,90025,Non-syndromic syndactyly,Q70.2,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6711,90025,Non-syndromic syndactyly,Q70.3,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6712,90025,Non-syndromic syndactyly,Q70.4,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6713,90025,Non-syndromic syndactyly,Q70.9,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6714,90023,Primary immunodeficiency syndrome due to LAMTOR2 deficiency,D82.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6715,90020,Parkinson-dementia complex of Guam,G12.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6716,90021,Radiation myelitis,G97.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6717,90002,Undifferentiated connective tissue syndrome,M35.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6718,90003,Inflammatory pseudotumor of the liver,K75.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6719,90037,Drug-induced autoimmune hemolytic anemia,D59.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6720,90038,Shiga toxin-associated hemolytic uremic syndrome,D58.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6721,90035,Paroxysmal cold hemoglobinuria,D59.6,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6722,90036,Mixed-type autoimmune hemolytic anemia,D59.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6723,90031,Non-spherocytic hemolytic anemia due to hexokinase deficiency,D55.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6724,90033,"Autoimmune hemolytic anemia, warm type",D59.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6725,90026,Primary erythromelalgia,I73.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6726,90030,Hemolytic anemia due to glutathione reductase deficiency,D55.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6727,89936,X-linked hypophosphatemia,E83.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6728,89844,"Lissencephaly syndrome, Norman-Roberts type",Q04.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6729,89843,Dystrophic epidermolysis bullosa pruriginosa,Q81.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6730,89842,"Autosomal recessive generalized dystrophic epidermolysis bullosa, intermediate form",Q81.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6731,90001,X-linked cone dysfunction syndrome with myopia,H53.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6732,90000,Erythema elevatum diutinum,L95.1,E (Exact mapping: the two concepts are equivalent),,,,
6733,89938,Infantile Bartter syndrome with sensorineural deafness,E26.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6734,89937,Autosomal dominant hypophosphatemic rickets,E83.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6735,90340,Blau syndrome,D89.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6736,90342,Xeroderma pigmentosum variant,Q82.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6737,90348,Autosomal dominant cutis laxa,Q82.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6738,90349,Autosomal recessive cutis laxa type 1,Q82.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6739,90350,Autosomal recessive cutis laxa type 2,Q82.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6740,90354,Brittle cornea syndrome,Q79.6,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6741,90362,Primary intestinal lymphangiectasia,I89.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6742,90363,Secondary intestinal lymphangiectasia,I89.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6743,90290,CREST syndrome,M34.1,E (Exact mapping: the two concepts are equivalent),,,,
6744,90289,Localized scleroderma,L94.0,E (Exact mapping: the two concepts are equivalent),,,,
6745,90301,Acanthosis nigricans-insulin resistance-muscle cramps-acral enlargement syndrome,E13,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6746,90291,Systemic sclerosis,M34.0,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6747,90291,Systemic sclerosis,M34.1,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6748,90291,Systemic sclerosis,M34.2,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6749,90291,Systemic sclerosis,M34.8,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6750,90291,Systemic sclerosis,M34.9,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6751,90308,Klippel-Trénaunay syndrome,Q87.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6752,90307,Parkes Weber syndrome,Q87.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6753,90322,Cockayne syndrome type 2,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6754,90321,Cockayne syndrome type 1,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6755,90324,Cockayne syndrome type 3,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6756,90156,Centrifugal lipodystrophy,E88.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6757,90157,Drug-induced localized lipodystrophy,E88.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6758,90153,Mandibuloacral dysplasia with type A lipodystrophy,Q87.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6759,90154,Mandibuloacral dysplasia with type B lipodystrophy,Q87.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6760,90160,Pressure-induced localized lipoatrophy,E88.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6761,90158,Idiopathic localized lipodystrophy,E88.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6762,90159,Panniculitis-induced localized lipodystrophy,E88.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6763,90280,Chilblain lupus,L93.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6764,90281,Discoid lupus erythematosus,L93.0,E (Exact mapping: the two concepts are equivalent),,,,
6765,90186,Meige disease,Q82.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6766,90285,Lupus erythematosus panniculitis,L93.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6767,90282,Hypertrophic or verrucous lupus erythematosus,L93.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6768,90283,Lupus erythematosus tumidus,L93.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6769,90080,Scarring in glaucoma filtration surgical procedures,H59.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6770,90078,Invasive infections due to vancomycin-resistant enterococci,A04.8,ND (not yet decided/unable to decide),,,,
6771,90078,Invasive infections due to vancomycin-resistant enterococci,U81.0,ND (not yet decided/unable to decide),,,,
6772,90103,Charcot-Marie-Tooth disease-deafness-intellectual disability syndrome,G60.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6773,90081,AIDS wasting syndrome,B22.2,E (Exact mapping: the two concepts are equivalent),,,,
6774,90118,Severe early-onset axonal neuropathy due to MFN2 deficiency,G60.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6775,90117,"Hereditary motor and sensory neuropathy, Okinawa type",G60.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6776,90114,Autosomal dominant intermediate Charcot-Marie-Tooth disease,G60.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6777,90120,Hereditary motor and sensory neuropathy type 6,G60.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6778,90119,Hereditary motor and sensory neuropathy with acrodystrophy,G60.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6779,525731,Pediatric-onset Graves disease,E05.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6780,525738,Prepubertal anorexia nervosa,F50.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6781,88673,Hepatocellular carcinoma,C22.0,E (Exact mapping: the two concepts are equivalent),,,,
6782,88644,"Autosomal recessive ataxia, Beauce type",G11.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
